survey_id;account_id;account_text;;;;;;;;;;;;;;;;;;;;;
46;672;Socio-collaborative learning (distributed cognition) (...);;;;;;;;;;;;;;;;;;;;;
46;673;Collaborative problem-solving in (...) [technical skill] and theoretical (...) concepts;;;;;;;;;;;;;;;;;;;;;
46;674;Collaborative embodied learning (...);;;;;;;;;;;;;;;;;;;;;
46;675;Collaborative problem-solving learning (...) to understand human-robot interaction in robotics education;;;;;;;;;;;;;;;;;;;;;
46;676;Problem-solving learning in learning in writing dramas using interactive storytelling;;;;;;;;;;;;;;;;;;;;;
46;677;Hands-on collaborative problem-solving in (...) [technical skill] and theoretical (...) concepts;;;;;;;;;;;;;;;;;;;;;
46;678;Collaborative exploration with problem-solving in technological innovations;;;;;;;;;;;;;;;;;;;;;
47;679;virtual labs and the reduction of costs in equipment, space, maintenance, security enhancement, micro or macro experiences and accessibility to people with disabilities;;;;;;;;;;;;;;;;;;;;;
47;680;reproduce an ecological system, resembling a garden, where students interact with one another and see insects grow;;;;;;;;;;;;;;;;;;;;;
47;681;human simulators for patients and systems of virtual environments;;;;;;;;;;;;;;;;;;;;;
47;682;[AR for] formative experiences in engineering;;;;;;;;;;;;;;;;;;;;;
47;683;virtual rooms with tools created and managed by students and instructors like in-real- life practice;;;;;;;;;;;;;;;;;;;;;
47;684;the narrative component of AR in purely audiovisual language;;;;;;;;;;;;;;;;;;;;;
47;685;collaborative interaction, from person-to-person in or out of the classroom, or from a person to groups;;;;;;;;;;;;;;;;;;;;;
47;686;AR (...) as a substitute to outdoor experiences as the device itself (...) is used to enter;;;;;;;;;;;;;;;;;;;;;
47;687;immersive and interactive environments, virtual rooms, or scenarios designed to support learning;;;;;;;;;;;;;;;;;;;;;
47;688;enticing capacity of AR (...) are driving (...) of activitities;;;;;;;;;;;;;;;;;;;;;
47;689;connects ludic challenges to rigidness of the real world, abstract concepts to practical deeds, learning processes in real contexts to virtual contexts in AR;;;;;;;;;;;;;;;;;;;;;
47;690;AR platform where they develop science learning games that interact with the environment;;;;;;;;;;;;;;;;;;;;;
47;691;students (...) situated in a place where they can experiment, and (...) high degree of interaction that can be assimilated as real;;;;;;;;;;;;;;;;;;;;;
